match_id,throw,comeback,loss,first_blood_time,patch
8538716056,0.0,,22271.0,230,58
8538597819,1629.0,,26259.0,75,58
8538454488,6094.0,,5922.0,0,58
8538284384,,586.0,,365,58
8538145798,3171.0,,13127.0,258,58
8538032560,1190.0,,16145.0,11,58
8537466319,14379.0,,7775.0,5,58
8537408983,2002.0,,16829.0,302,58
8537328580,298.0,,15667.0,53,58
8537191281,,7517.0,,249,58
8537079939,,1206.0,,2,58
8536926646,,5270.0,,6,58
8536705879,4125.0,,7588.0,123,58
8536597199,986.0,,37934.0,168,58
8536499892,,0.0,,204,58
8534290019,204.0,,16887.0,282,58
8534224202,,104.0,,65,58
8534125414,5680.0,,3620.0,316,58
8533940290,2100.0,,21910.0,309,58
8533849342,,0.0,,5,58
8533754138,1127.0,,17751.0,267,58
8533017234,2189.0,,23204.0,61,58
8532910112,,13878.0,,176,58
8532803539,,1043.0,,272,58
8532692032,,-51.0,,239,58
8532579398,,976.0,,4,58
8532434830,7279.0,,8430.0,433,58
8532316401,4235.0,,19962.0,348,58
8532223085,0.0,,28938.0,71,58
8532150044,,0.0,,190,58
8532090226,,867.0,,268,58
8531584014,914.0,,27411.0,311,58
8531504889,,1144.0,,14,58
8531359648,,17219.0,,42,58
8531221816,4489.0,,8647.0,298,58
8531103673,,1562.0,,103,58
8531000461,531.0,,14971.0,202,58
8530855505,,3559.0,,240,58
8530762989,1334.0,,21925.0,60,58
8530181004,0.0,,14698.0,123,58
8530106006,,0.0,,215,58
8529979269,,20661.0,,5,58
8529940681,96.0,,27353.0,14,58
8529852915,218.0,,18417.0,132,58
8529834731,3574.0,,10446.0,168,58
8529703467,5021.0,,3671.0,32,58
8529703221,,666.0,,0,58
8529571832,312.0,,15038.0,55,58
8529560732,4594.0,,22603.0,161,58
8529399494,,2249.0,,17,58
8529370680,,2524.0,,287,58
8529291504,1981.0,,23651.0,9,58
8529257007,,3622.0,,548,58
8529178164,1890.0,,23800.0,37,58
8529172703,354.0,,16199.0,180,58
8528426776,,0.0,,97,58
8528334065,,3094.0,,96,58
8528227419,,23.0,,13,58
8528159562,680.0,,21022.0,44,58
8528068483,,798.0,,79,58
8528036450,629.0,,21609.0,258,58
8527923420,8290.0,,9116.0,267,58
8527867067,,1809.0,,127,58
8527782901,,2334.0,,15,58
8527739518,4622.0,,7359.0,183,58
8527610890,104.0,,18237.0,248,58
8527608636,,953.0,,9,58
8527509209,885.0,,12243.0,206,58
8527489896,,3283.0,,177,58
8527395643,0.0,,24306.0,10,58
8527386933,5133.0,,22568.0,138,58
